Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 29 2024,Solano,CA,Passenger,5,0,5,139,144,3.47
February 28 2018,Lincoln,WA,Truck,0,0,0,4511,4511,0.00
January 31 2018,Utah,UT,Passenger,0,1,1,148,149,0.67
April 30 2023,Jefferson,IL,Passenger,1,0,1,1,2,50.00
October 31 2022,Lincoln,WA,Passenger,12,17,29,7717,7746,0.37
September 30 2019,King,WA,Truck,6,1,7,182318,182325,0.00
July 31 2023,Clark,WA,Truck,102,0,102,81292,81394,0.13
November 30 2022,Jefferson,NY,Passenger,1,0,1,217,218,0.46
December 31 2021,Douglas,CO,Passenger,0,1,1,89,90,1.11
April 30 2018,Garfield,WA,Truck,0,0,0,948,948,0.00
December 31 2023,San Francisco,CA,Passenger,3,0,3,60,63,4.76
January 31 2019,Snohomish,WA,Truck,1,0,1,121981,121982,0.00
October 31 2020,Walla Walla,WA,Truck,0,0,0,13788,13788,0.00
October 31 2020,Garfield,WA,Passenger,0,1,1,1353,1354,0.07
April 30 2020,Middlesex,MA,Passenger,1,0,1,100,101,0.99
July 31 2017,Jackson,MO,Passenger,1,0,1,61,62,1.61
August 31 2021,Montgomery,OH,Passenger,0,1,1,58,59,1.69
May 31 2021,Benton,WA,Truck,0,0,0,43653,43653,0.00
November 30 2023,San Joaquin,CA,Passenger,0,1,1,77,78,1.28
August 31 2019,Kent,MI,Passenger,0,1,1,27,28,3.57
August 31 2020,Montgomery,PA,Passenger,1,0,1,28,29,3.45
August 31 2022,Prince William,VA,Passenger,1,3,4,197,201,1.99
August 31 2024,Lee,AL,Passenger,1,0,1,13,14,7.14
October 31 2021,Pennington,SD,Passenger,1,0,1,33,34,2.94
April 30 2024,Clackamas,OR,Passenger,0,1,1,95,96,1.04
October 31 2021,Bartow,GA,Passenger,0,1,1,4,5,20.00
March 31 2022,Coryell,TX,Passenger,1,0,1,99,100,1.00
September 30 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
November 30 2020,Walla Walla,WA,Truck,0,0,0,13810,13810,0.00
December 31 2021,King,WA,Truck,6,1,7,182860,182867,0.00
August 31 2020,Monterey,CA,Passenger,0,2,2,173,175,1.14
November 30 2023,Onslow,NC,Passenger,0,1,1,131,132,0.76
November 30 2017,Columbia,WA,Passenger,2,1,3,2392,2395,0.13
March 31 2023,Saratoga,NY,Passenger,1,1,2,42,44,4.55
December 31 2023,Mason,WA,Passenger,551,226,777,46172,46949,1.65
April 30 2022,Prince William,VA,Passenger,1,4,5,210,215,2.33
August 31 2022,Salt Lake,UT,Passenger,2,1,3,156,159,1.89
December 31 2020,Rockingham,NH,Passenger,1,0,1,24,25,4.00
February 28 2019,Sangamon,IL,Passenger,2,0,2,7,9,22.22
July 31 2024,Middlesex,NJ,Passenger,1,0,1,21,22,4.55
April 30 2018,El Paso,TX,Passenger,1,0,1,514,515,0.19
April 30 2023,Benton,WA,Truck,19,0,19,43218,43237,0.04
June 30 2017,Jefferson,NY,Passenger,1,1,2,249,251,0.80
November 30 2024,Solano,CA,Passenger,5,0,5,127,132,3.79
February 28 2019,Broward,FL,Passenger,2,1,3,129,132,2.27
July 31 2022,San Francisco,CA,Passenger,2,0,2,93,95,2.11
March 31 2023,Douglas,CO,Passenger,0,1,1,70,71,1.41
January 31 2024,Nassau,NY,Passenger,2,0,2,21,23,8.70
September 30 2018,San Juan,PR,Passenger,0,1,1,4,5,20.00
December 31 2017,Juneau,AK,Passenger,0,1,1,49,50,2.00
October 31 2020,Okanogan,WA,Passenger,46,35,81,25976,26057,0.31
December 31 2022,Grant,WA,Truck,4,0,4,28019,28023,0.01
June 30 2017,Clallam,WA,Passenger,90,76,166,48366,48532,0.34
October 31 2024,Churchill,NV,Passenger,0,1,1,30,31,3.23
May 31 2023,Alameda,CA,Passenger,7,2,9,197,206,4.37
September 30 2018,Stevens,WA,Passenger,14,27,41,31686,31727,0.13
January 31 2023,Maricopa,AZ,Passenger,18,5,23,954,977,2.35
December 31 2022,Lewis,WA,Passenger,265,186,451,59797,60248,0.75
September 30 2024,Skamania,WA,Passenger,160,60,220,7751,7971,2.76
January 31 2020,Stevens,WA,Passenger,34,32,66,31467,31533,0.21
December 31 2017,Brevard,FL,Passenger,0,1,1,104,105,0.95
February 28 2017,Polk,FL,Passenger,1,0,1,67,68,1.47
April 30 2019,Calvert,MD,Passenger,0,2,2,85,87,2.30
August 31 2024,Santa Cruz,CA,Passenger,1,0,1,17,18,5.56
August 31 2023,Suffolk,MA,Passenger,3,0,3,25,28,10.71
December 31 2022,Camden,NJ,Passenger,0,1,1,11,12,8.33
January 31 2024,Mason,WA,Passenger,566,234,800,46130,46930,1.70
May 31 2021,Kittitas,WA,Passenger,154,62,216,29961,30177,0.72
April 30 2018,Clark,WA,Passenger,942,655,1597,306369,307966,0.52
February 28 2018,Franklin,WA,Truck,0,0,0,18568,18568,0.00
November 30 2019,Okanogan,WA,Truck,0,0,0,16553,16553,0.00
July 31 2024,King,WA,Truck,1524,2,1526,169621,171147,0.89
August 31 2023,El Paso,CO,Passenger,5,3,8,518,526,1.52
February 28 2022,Klickitat,WA,Truck,0,0,0,8320,8320,0.00
July 31 2022,Anchorage,AK,Passenger,2,0,2,138,140,1.43
March 31 2018,Prince George's,MD,Passenger,0,1,1,186,187,0.53
July 31 2023,Penobscot,ME,Passenger,0,1,1,6,7,14.29
January 31 2024,Plaquemines,LA,Passenger,1,1,2,19,21,9.52
September 30 2023,Horry,SC,Passenger,1,0,1,11,12,8.33
August 31 2021,Thurston,WA,Passenger,1702,902,2604,197287,199891,1.30
June 30 2021,Fairfax,VA,Passenger,5,3,8,719,727,1.10
February 29 2020,Cumberland,NC,Passenger,1,2,3,489,492,0.61
September 30 2021,Alameda,CA,Passenger,6,0,6,243,249,2.41
January 31 2023,Denton,TX,Passenger,2,0,2,63,65,3.08
April 30 2017,Madison,ID,Passenger,1,0,1,39,40,2.50
May 31 2021,Hawaii,HI,Passenger,1,0,1,51,52,1.92
December 31 2018,Camden,NJ,Passenger,0,1,1,26,27,3.70
October 31 2020,Boulder,CO,Passenger,1,1,2,49,51,3.92
July 31 2019,Cumberland,NC,Passenger,1,2,3,514,517,0.58
June 30 2024,Douglas,WA,Truck,15,0,15,13040,13055,0.11
June 30 2024,Pierce,WA,Truck,325,0,325,133086,133411,0.24
March 31 2019,Duval,FL,Passenger,1,2,3,388,391,0.77
February 28 2023,Riverside,CA,Passenger,9,0,9,474,483,1.86
September 30 2018,Kitsap,WA,Truck,1,0,1,53530,53531,0.00
June 30 2024,Garfield,OK,Passenger,1,0,1,16,17,5.88
July 31 2023,Okaloosa,FL,Passenger,0,2,2,94,96,2.08
May 31 2023,Oldham,KY,Passenger,0,1,1,4,5,20.00
October 31 2022,Los Angeles,CA,Passenger,5,5,10,822,832,1.20
March 31 2022,Benton,WA,Passenger,694,442,1136,135563,136699,0.83
February 28 2021,Bexar,TX,Passenger,3,5,8,601,609,1.31
August 31 2023,Harris,TX,Passenger,2,1,3,167,170,1.76
October 31 2017,Lewis,WA,Passenger,53,41,94,56280,56374,0.17
May 31 2022,Pacific,WA,Truck,0,0,0,7939,7939,0.00
October 31 2023,Prince George,VA,Passenger,2,0,2,47,49,4.08
April 30 2022,Geary,KS,Passenger,1,0,1,94,95,1.05
November 30 2023,Richland,SC,Passenger,0,1,1,106,107,0.93
July 31 2018,Marion,IN,Passenger,1,0,1,120,121,0.83
February 28 2021,Douglas,CO,Passenger,0,1,1,82,83,1.20
November 30 2019,Lee,FL,Passenger,1,0,1,54,55,1.82
June 30 2023,Penobscot,ME,Passenger,0,1,1,6,7,14.29
March 31 2024,Kent,MI,Passenger,1,0,1,16,17,5.88
July 31 2023,Montgomery,PA,Passenger,1,0,1,22,23,4.35
November 30 2024,Richmond,VA,Passenger,1,0,1,5,6,16.67
December 31 2019,Randolph,NC,Passenger,1,0,1,6,7,14.29
May 31 2022,Thurston,WA,Passenger,2113,1023,3136,193827,196963,1.59
November 30 2020,Benton,WA,Passenger,423,346,769,134708,135477,0.57
October 31 2021,Mason,WA,Truck,0,0,0,21252,21252,0.00
December 31 2019,Spokane,WA,Truck,1,0,1,96334,96335,0.00
December 31 2021,Montgomery,TX,Passenger,1,1,2,45,47,4.26
April 30 2022,Multnomah,OR,Passenger,1,4,5,618,623,0.80
May 31 2020,Montgomery,PA,Passenger,1,0,1,31,32,3.12
August 31 2020,Juneau,AK,Passenger,0,1,1,32,33,3.03
March 31 2022,Ray,MO,Passenger,0,1,1,1,2,50.00
April 30 2017,Volusia,FL,Passenger,0,1,1,50,51,1.96
July 31 2018,Pinal,AZ,Passenger,2,0,2,216,218,0.92
July 31 2024,Brevard,FL,Passenger,1,0,1,55,56,1.79
October 31 2019,Norfolk,VA,Passenger,2,2,4,332,336,1.19
March 31 2019,Washington,OR,Passenger,0,1,1,479,480,0.21
August 31 2023,New London,CT,Passenger,1,3,4,182,186,2.15
November 30 2022,Kern,CA,Passenger,1,1,2,212,214,0.93
June 30 2020,Fresno,CA,Passenger,1,0,1,202,203,0.49
August 31 2023,Stafford,VA,Passenger,2,0,2,79,81,2.47
May 31 2021,Polk,FL,Passenger,1,0,1,71,72,1.39
July 31 2024,Carroll,MD,Passenger,0,1,1,12,13,7.69
May 31 2017,Monterey,CA,Passenger,0,1,1,215,216,0.46
December 31 2018,Marion,OR,Passenger,1,0,1,121,122,0.82
November 30 2017,Pierce,WA,Truck,0,0,0,136985,136985,0.00
August 31 2023,Chesterfield,VA,Passenger,1,0,1,40,41,2.44
October 31 2023,Jefferson,NY,Passenger,2,0,2,195,197,1.02
July 31 2021,Rockingham,NH,Passenger,1,0,1,24,25,4.00
July 31 2022,Yavapai,AZ,Passenger,0,1,1,33,34,2.94
February 28 2021,Fulton,GA,Passenger,0,3,3,94,97,3.09
March 31 2017,Douglas,WA,Passenger,29,19,48,26583,26631,0.18
September 30 2019,Jefferson,WA,Passenger,207,126,333,25108,25441,1.31
October 31 2019,Harrison,MS,Passenger,1,0,1,63,64,1.56
December 31 2018,Columbia,WA,Truck,0,0,0,1517,1517,0.00
September 30 2022,Harford,MD,Passenger,1,1,2,45,47,4.26
October 31 2017,Pend Oreille,WA,Truck,0,0,0,5563,5563,0.00
November 30 2022,Kittitas,WA,Passenger,294,94,388,29516,29904,1.30
September 30 2022,Los Angeles,CA,Passenger,5,5,10,826,836,1.20
December 31 2021,New Haven,CT,Passenger,0,2,2,31,33,6.06
March 31 2021,Oldham,KY,Passenger,0,1,1,5,6,16.67
November 30 2017,Benton,WA,Passenger,165,159,324,129852,130176,0.25
February 28 2017,San Juan,WA,Truck,0,0,0,5572,5572,0.00
October 31 2017,Mason,WA,Passenger,61,72,133,44446,44579,0.30
June 30 2023,Clark,NV,Passenger,9,3,12,481,493,2.43
July 31 2024,Alameda,CA,Passenger,5,1,6,139,145,4.14
August 31 2022,Lake,FL,Passenger,1,0,1,22,23,4.35
May 31 2020,Hawaii,HI,Passenger,1,0,1,61,62,1.61
January 31 2022,Hamilton,IN,Passenger,2,0,2,27,29,6.90
April 30 2018,Washtenaw,MI,Passenger,1,0,1,38,39,2.56
May 31 2024,Anne Arundel,MD,Truck,1,0,1,40,41,2.44
January 31 2020,Sumter,FL,Passenger,0,1,1,9,10,10.00
July 31 2018,St. Lucie,FL,Passenger,1,0,1,29,30,3.33
February 29 2024,Salt Lake,UT,Passenger,5,1,6,112,118,5.08
February 28 2021,Orange,CA,Passenger,5,3,8,477,485,1.65
October 31 2020,Lincoln,WA,Passenger,5,10,15,7605,7620,0.20
October 31 2021,Garfield,WA,Passenger,0,3,3,1349,1352,0.22
November 30 2021,Franklin,WA,Truck,0,0,0,20762,20762,0.00
September 30 2024,Houston,GA,Passenger,1,0,1,29,30,3.33
June 30 2020,Ventura,CA,Passenger,1,1,2,299,301,0.66
March 31 2022,Broward,FL,Passenger,2,0,2,100,102,1.96
October 31 2021,Columbia,WA,Truck,0,0,0,1535,1535,0.00
November 30 2021,San Diego,CA,Passenger,19,5,24,2592,2616,0.92
July 31 2024,Island,WA,Passenger,1530,554,2084,60623,62707,3.32
August 31 2018,St. Clair,IL,Passenger,0,1,1,161,162,0.62
March 31 2023,San Mateo,CA,Passenger,2,0,2,88,90,2.22
November 30 2024,Jefferson,KY,Passenger,1,0,1,23,24,4.17
April 30 2018,Montgomery,PA,Passenger,1,0,1,34,35,2.86
August 31 2024,Newport News,VA,Passenger,1,0,1,79,80,1.25
August 31 2022,Allen,IN,Passenger,1,0,1,17,18,5.56
November 30 2022,Botetourt,VA,Passenger,1,0,1,0,1,100.00
December 31 2021,San Juan,WA,Truck,0,0,0,5999,5999,0.00
January 31 2023,Lincoln,OR,Passenger,0,1,1,22,23,4.35
April 30 2020,Saginaw,MI,Passenger,1,0,1,11,12,8.33
February 28 2018,Grant,WA,Truck,0,0,0,25671,25671,0.00
March 31 2018,Franklin,WA,Truck,0,0,0,18609,18609,0.00
September 30 2024,Monterey,CA,Passenger,0,5,5,113,118,4.24
May 31 2024,Arapahoe,CO,Passenger,2,1,3,64,67,4.48
February 28 2023,Tarrant,TX,Passenger,2,0,2,106,108,1.85
March 31 2023,Philadelphia,PA,Passenger,0,1,1,49,50,2.00
February 28 2023,Sarasota,FL,Passenger,1,0,1,33,34,2.94
December 31 2022,Albemarle,VA,Passenger,2,0,2,20,22,9.09
January 31 2021,Ulster,NY,Passenger,1,0,1,12,13,7.69
May 31 2023,Grant,WA,Passenger,277,122,399,66944,67343,0.59
July 31 2024,Ada,ID,Passenger,2,0,2,93,95,2.11
October 31 2017,Jefferson,WA,Truck,0,0,0,9435,9435,0.00
January 31 2023,Ferry,WA,Passenger,24,4,28,4334,4362,0.64
April 30 2023,Goochland,VA,Passenger,2,2,4,94,98,4.08
September 30 2018,Riverside,CA,Passenger,2,2,4,710,714,0.56
August 31 2023,Calvert,MD,Passenger,1,1,2,76,78,2.56
January 31 2022,Solano,CA,Passenger,1,0,1,181,182,0.55
August 31 2021,Essex,MA,Passenger,1,0,1,20,21,4.76
April 30 2022,Charleston,SC,Passenger,1,1,2,73,75,2.67
August 31 2020,Montgomery,AL,Passenger,1,1,2,40,42,4.76
February 29 2024,Mercer,NJ,Passenger,0,1,1,6,7,14.29
July 31 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
August 31 2024,Grays Harbor,WA,Passenger,472,255,727,47634,48361,1.50
June 30 2024,Clackamas,OR,Passenger,0,1,1,88,89,1.12
March 31 2018,Multnomah,OR,Passenger,3,4,7,837,844,0.83
December 31 2023,Pacific,WA,Passenger,95,100,195,15509,15704,1.24
January 31 2023,Richland,SC,Passenger,0,1,1,126,127,0.79
May 31 2023,Skagit,WA,Passenger,1076,402,1478,88863,90341,1.64
September 30 2020,Kootenai,ID,Passenger,1,1,2,228,230,0.87
February 28 2023,Saratoga,NY,Passenger,1,1,2,43,45,4.44
March 31 2023,Richmond,GA,Passenger,0,1,1,61,62,1.61
August 31 2020,Denver,CO,Passenger,1,0,1,120,121,0.83
July 31 2019,Carroll,NH,Passenger,0,1,1,3,4,25.00
March 31 2023,Camden,NJ,Passenger,0,1,1,11,12,8.33
June 30 2022,Randolph,NC,Passenger,1,0,1,4,5,20.00
March 31 2017,Alameda,CA,Passenger,3,1,4,387,391,1.02
February 28 2017,Riverside,CA,Passenger,1,1,2,854,856,0.23
April 30 2021,Lincoln,WA,Truck,0,0,0,4749,4749,0.00
June 30 2020,Pima,AZ,Passenger,3,1,4,376,380,1.05
January 31 2022,Whitman,WA,Passenger,69,58,127,21915,22042,0.58
February 28 2019,Collin,TX,Passenger,1,1,2,155,157,1.27
February 28 2021,Fort Bend,TX,Passenger,1,0,1,40,41,2.44
May 31 2024,Nueces,TX,Passenger,2,1,3,50,53,5.66
October 31 2023,Shasta,CA,Passenger,1,0,1,28,29,3.45
April 30 2022,San Juan,WA,Passenger,490,156,646,14115,14761,4.38
August 31 2023,Orange,CA,Passenger,9,3,12,366,378,3.17
November 30 2021,Okanogan,WA,Truck,0,0,0,16671,16671,0.00
August 31 2022,Burlington,NJ,Passenger,0,2,2,96,98,2.04
April 30 2023,Douglas,NE,Passenger,2,1,3,34,37,8.11
November 30 2019,Saginaw,MI,Passenger,1,0,1,11,12,8.33
May 31 2023,Sacramento,CA,Passenger,3,1,4,200,204,1.96
October 31 2023,Nassau,NY,Passenger,2,0,2,24,26,7.69
September 30 2021,Kern,CA,Passenger,0,1,1,201,202,0.50
July 31 2023,District of Columbia,DC,Passenger,2,0,2,137,139,1.44
December 31 2021,Wood,OH,Passenger,0,1,1,8,9,11.11
November 30 2023,Fredericksburg,VA,Passenger,1,0,1,6,7,14.29
May 31 2018,Collier,FL,Passenger,1,0,1,24,25,4.00
September 30 2020,Chatham,NC,Passenger,1,0,1,6,7,14.29
October 31 2024,Columbia,WA,Passenger,11,0,11,2364,2375,0.46
September 30 2024,Bexar,TX,Passenger,3,4,7,294,301,2.33
March 31 2021,Broward,FL,Passenger,1,0,1,118,119,0.84
February 28 2023,Asotin,WA,Truck,0,0,0,6645,6645,0.00
December 31 2023,Orange,CA,Passenger,7,2,9,336,345,2.61
September 30 2020,Hillsborough,FL,Passenger,0,1,1,180,181,0.55
September 30 2018,Franklin,WA,Passenger,37,65,102,58493,58595,0.17
February 28 2017,Lewis,WA,Passenger,45,33,78,54968,55046,0.14
November 30 2018,Thurston,WA,Passenger,704,562,1266,195317,196583,0.64
June 30 2017,Jackson,MO,Passenger,1,0,1,64,65,1.54
January 31 2024,Whitman,WA,Passenger,199,111,310,21892,22202,1.40
March 31 2022,Stevens,WA,Truck,0,0,0,18973,18973,0.00
July 31 2022,Denton,TX,Passenger,2,0,2,73,75,2.67
February 28 2019,Middlesex,MA,Passenger,1,0,1,120,121,0.83
February 28 2021,Columbia,OR,Passenger,1,0,1,23,24,4.17
November 30 2024,St. Louis,MO,Passenger,1,0,1,30,31,3.23
November 30 2022,Gwinnett,GA,Passenger,1,0,1,60,61,1.64
October 31 2023,Bristol,MA,Passenger,1,0,1,7,8,12.50
June 30 2018,Monroe,IL,Passenger,1,0,1,4,5,20.00
June 30 2024,Volusia,FL,Truck,1,0,1,5,6,16.67
March 31 2019,Spokane,WA,Truck,1,0,1,93991,93992,0.00
August 31 2017,El Paso,CO,Passenger,2,1,3,786,789,0.38
December 31 2022,Chelan,WA,Truck,13,0,13,23069,23082,0.06
July 31 2022,Snohomish,WA,Passenger,8636,2552,11188,530744,541932,2.06
January 31 2024,Moore,NC,Passenger,0,1,1,108,109,0.92
March 31 2023,Asotin,WA,Truck,0,0,0,6624,6624,0.00
June 30 2020,Clay,FL,Passenger,0,1,1,85,86,1.16
April 30 2023,Spokane,WA,Truck,33,0,33,101495,101528,0.03
September 30 2019,Garfield,WA,Truck,0,0,0,968,968,0.00
January 31 2023,Okanogan,WA,Passenger,104,53,157,26103,26260,0.60
October 31 2020,Sedgwick,KS,Passenger,1,1,2,96,98,2.04
September 30 2018,Tarrant,TX,Passenger,1,0,1,214,215,0.47
October 31 2024,Essex,NJ,Passenger,1,1,2,5,7,28.57
March 31 2022,Harrison,MS,Passenger,2,0,2,54,56,3.57
February 28 2022,Greene,MO,Passenger,0,1,1,31,32,3.12
August 31 2024,Arlington,VA,Passenger,1,0,1,107,108,0.93
August 31 2023,Anne Arundel,MD,Truck,1,0,1,41,42,2.38
February 28 2022,Ferry,WA,Truck,0,0,0,3562,3562,0.00
December 31 2023,Clark,WA,Truck,150,0,150,80857,81007,0.19
February 28 2021,Carson City,NV,Passenger,1,0,1,12,13,7.69
November 30 2018,Harnett,NC,Passenger,1,0,1,236,237,0.42
May 31 2020,Cowlitz,WA,Passenger,135,115,250,72340,72590,0.34
March 31 2017,Essex,NJ,Passenger,1,0,1,18,19,5.26
December 31 2019,Middlesex,MA,Passenger,1,0,1,111,112,0.89
June 30 2024,Jefferson,KY,Passenger,1,0,1,26,27,3.70
January 31 2019,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
October 31 2017,Walla Walla,WA,Truck,0,0,0,13253,13253,0.00
June 30 2024,Harris,TX,Passenger,1,2,3,118,121,2.48
July 31 2022,San Bernardino,CA,Passenger,2,1,3,369,372,0.81
May 31 2024,Duval,FL,Passenger,1,0,1,205,206,0.49
May 31 2023,Berkeley,SC,Passenger,0,1,1,123,124,0.81
August 31 2020,Dakota,MN,Passenger,0,1,1,32,33,3.03
June 30 2022,Providence,RI,Passenger,1,0,1,23,24,4.17
May 31 2024,Tooele,UT,Passenger,2,0,2,9,11,18.18
July 31 2022,Larimer,CO,Passenger,1,0,1,45,46,2.17
January 31 2023,Larimer,CO,Passenger,1,0,1,41,42,2.38
January 31 2019,Sussex,NJ,Passenger,1,0,1,1,2,50.00
July 31 2021,Walla Walla,WA,Truck,0,0,0,14046,14046,0.00
June 30 2018,Kootenai,ID,Passenger,0,1,1,225,226,0.44
June 30 2023,Asotin,WA,Passenger,36,21,57,12357,12414,0.46
April 30 2019,Columbia,WA,Truck,0,0,0,1531,1531,0.00
July 31 2017,Utah,UT,Passenger,0,1,1,163,164,0.61
April 30 2020,Lewis,WA,Passenger,99,108,207,58631,58838,0.35
July 31 2022,Columbia,WA,Passenger,7,0,7,2428,2435,0.29
January 31 2021,Kern,CA,Passenger,0,1,1,216,217,0.46
January 31 2017,Cascade,MT,Passenger,0,1,1,66,67,1.49
July 31 2021,Yamhill,OR,Passenger,1,0,1,41,42,2.38
January 31 2018,Hamilton,IN,Passenger,1,0,1,53,54,1.85
January 31 2024,Wichita,TX,Passenger,1,0,1,32,33,3.03
January 31 2021,Bradley,TN,Passenger,1,0,1,0,1,100.00
February 28 2022,Columbia,WA,Truck,0,0,0,1569,1569,0.00
September 30 2018,Richland,SC,Passenger,0,1,1,168,169,0.59
December 31 2017,Norfolk,MA,Passenger,1,0,1,42,43,2.33
April 30 2024,Ada,ID,Passenger,2,0,2,104,106,1.89
May 31 2019,Whitman,WA,Passenger,31,45,76,22699,22775,0.33
January 31 2019,Riverside,CA,Passenger,2,2,4,691,695,0.58
September 30 2020,Spokane,WA,Truck,1,0,1,99808,99809,0.00
July 31 2020,Denton,TX,Passenger,1,0,1,99,100,1.00
May 31 2023,Rockingham,NH,Passenger,1,0,1,18,19,5.26
September 30 2024,Kootenai,ID,Passenger,0,2,2,75,77,2.60
February 29 2024,Laramie,WY,Passenger,1,0,1,29,30,3.33
October 31 2024,Kootenai,ID,Truck,1,0,1,16,17,5.88
May 31 2021,Louisa,VA,Passenger,0,1,1,1,2,50.00
April 30 2024,Brevard,FL,Passenger,1,0,1,56,57,1.75
January 31 2019,Prince William,VA,Passenger,0,5,5,255,260,1.92
April 30 2018,Arlington,VA,Passenger,1,2,3,180,183,1.64
April 30 2023,Salt Lake,UT,Passenger,3,1,4,140,144,2.78
September 30 2019,Saginaw,MI,Passenger,1,0,1,12,13,7.69
April 30 2019,New Haven,CT,Passenger,0,2,2,49,51,3.92
November 30 2019,Fresno,CA,Passenger,1,0,1,207,208,0.48
October 31 2021,Charleston,SC,Passenger,1,1,2,90,92,2.17
October 31 2022,St. Clair,IL,Passenger,1,0,1,131,132,0.76
February 28 2022,Carroll,NH,Passenger,0,1,1,4,5,20.00
August 31 2020,Camden,NJ,Passenger,0,1,1,21,22,4.55
December 31 2021,Norfolk,MA,Passenger,1,0,1,29,30,3.33
August 31 2020,Grant,WA,Truck,0,0,0,27228,27228,0.00
January 31 2019,Thurston,WA,Truck,0,0,0,54897,54897,0.00
October 31 2020,Anne Arundel,MD,Passenger,1,1,2,398,400,0.50
October 31 2021,Greene,MO,Passenger,0,1,1,33,34,2.94
May 31 2023,St. Louis,MN,Passenger,0,1,1,8,9,11.11
May 31 2018,Hamilton,TN,Passenger,1,0,1,24,25,4.00
October 31 2023,Spotsylvania,VA,Passenger,1,0,1,27,28,3.57
January 31 2017,Union,OH,Passenger,1,0,1,4,5,20.00
February 28 2017,Wahkiakum,WA,Passenger,0,1,1,2843,2844,0.04
March 31 2021,Lewis,WA,Truck,0,0,0,26805,26805,0.00
September 30 2018,Prince William,VA,Passenger,0,5,5,256,261,1.92
June 30 2018,Prince William,VA,Passenger,0,5,5,261,266,1.88
March 31 2023,Mason,WA,Passenger,398,198,596,46358,46954,1.27
August 31 2022,Clackamas,OR,Passenger,2,0,2,160,162,1.23
September 30 2020,Bucks,PA,Passenger,1,0,1,24,25,4.00
November 30 2023,Saratoga,NY,Passenger,1,1,2,38,40,5.00
November 30 2022,Sacramento,CA,Truck,1,0,1,41,42,2.38
February 29 2020,Hawaii,HI,Passenger,1,0,1,65,66,1.52
February 28 2021,Queens,NY,Passenger,2,0,2,53,55,3.64
July 31 2024,Rockdale,GA,Passenger,1,0,1,7,8,12.50
January 31 2022,Queens,NY,Passenger,1,0,1,55,56,1.79
December 31 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
December 31 2023,Snohomish,WA,Truck,281,0,281,120472,120753,0.23
June 30 2017,Columbia,WA,Truck,0,0,0,1532,1532,0.00
September 30 2018,Clackamas,OR,Passenger,0,1,1,227,228,0.44
January 31 2023,Riverside,CA,Passenger,9,0,9,477,486,1.85
May 31 2024,Skagit,WA,Truck,47,0,47,31535,31582,0.15
October 31 2022,Hillsborough,FL,Passenger,1,1,2,134,136,1.47
December 31 2020,Polk,FL,Passenger,1,0,1,73,74,1.35
December 31 2022,Carroll,MD,Passenger,0,1,1,21,22,4.55
December 31 2021,Botetourt,VA,Passenger,1,0,1,0,1,100.00
June 30 2022,Grays Harbor,WA,Passenger,209,160,369,48989,49358,0.75
April 30 2017,Jefferson,WA,Truck,0,0,0,9440,9440,0.00
August 31 2022,New London,CT,Passenger,2,4,6,197,203,2.96
December 31 2021,Spartanburg,SC,Passenger,0,1,1,49,50,2.00
June 30 2020,San Mateo,CA,Passenger,1,1,2,128,130,1.54
September 30 2024,St. Louis,MO,Passenger,1,0,1,41,42,2.38
April 30 2021,Skagit,WA,Passenger,562,267,829,91878,92707,0.89
August 31 2022,Stevens,WA,Passenger,76,56,132,29952,30084,0.44
June 30 2021,Garfield,WA,Passenger,0,3,3,1370,1373,0.22
April 30 2023,Kitsap,WA,Passenger,3048,1221,4269,175512,179781,2.37
August 31 2022,King,WA,Truck,204,2,206,179800,180006,0.11
March 31 2023,Chelan,WA,Truck,23,0,23,23137,23160,0.10
April 30 2023,Yakima,WA,Truck,11,0,11,61094,61105,0.02
August 31 2018,Skamania,WA,Passenger,14,10,24,8665,8689,0.28
July 31 2018,Norfolk,VA,Passenger,2,2,4,324,328,1.22
May 31 2021,Burlington,NJ,Passenger,0,1,1,124,125,0.80
August 31 2023,Yellowstone,MT,Passenger,0,1,1,18,19,5.26
July 31 2024,Douglas,NE,Passenger,1,1,2,22,24,8.33
January 31 2023,Hudson,NJ,Passenger,2,0,2,32,34,5.88
September 30 2022,Middlesex,NJ,Passenger,1,0,1,23,24,4.17
January 31 2019,Jefferson,WA,Passenger,175,112,287,24835,25122,1.14
March 31 2024,Arapahoe,CO,Passenger,2,1,3,64,67,4.48
October 31 2019,Carson City,NV,Passenger,1,0,1,11,12,8.33
October 31 2023,San Diego,CA,Truck,1,0,1,440,441,0.23
February 28 2021,Multnomah,OR,Passenger,4,5,9,714,723,1.24
December 31 2023,Hardin,KY,Passenger,1,0,1,62,63,1.59
November 30 2021,Chatham,NC,Passenger,1,0,1,6,7,14.29
August 31 2022,Ada,ID,Passenger,2,0,2,184,186,1.08
October 31 2018,San Juan,WA,Truck,0,0,0,5787,5787,0.00
May 31 2021,Charleston,SC,Passenger,2,0,2,90,92,2.17
December 31 2022,Stafford,VA,Passenger,2,1,3,90,93,3.23
